,TECHNOLOGY,YEAR,REGION,VALUE
569,DEMINDBAGBOI_LOW,2030,RE1,0.0
570,DEMINDBAGBOI_LOW,2031,RE1,0.0
571,DEMINDBAGBOI_LOW,2032,RE1,0.0
572,DEMINDBAGBOI_LOW,2033,RE1,0.0
573,DEMINDBAGBOI_LOW,2034,RE1,0.0
574,DEMINDBAGBOI_LOW,2035,RE1,0.015661701001740296
575,DEMINDBAGBOI_LOW,2036,RE1,0.0228310502283105
576,DEMINDBAGBOI_LOW,2037,RE1,0.022355403348554032
577,DEMINDBAGBOI_LOW,2038,RE1,0.021784627092846273
578,DEMINDBAGBOI_LOW,2039,RE1,0.02102359208523592
579,DEMINDBAGBOI_LOW,2040,RE1,0.020040588533739218
580,DEMINDBAGBOI_LOW,2041,RE1,0.018835616438356163
581,DEMINDBAGBOI_LOW,2042,RE1,0.017408675799086757
582,DEMINDBAGBOI_LOW,2043,RE1,0.015759766615931
583,DEMINDBAGBOI_LOW,2044,RE1,0.013952308472856417
584,DEMINDBAGBOI_LOW,2045,RE1,0.012049720953830542
585,DEMINDBAGBOI_LOW,2046,RE1,0.010147133434804667
586,DEMINDBAGBOI_LOW,2047,RE1,0.008339675291730086
587,DEMINDBAGBOI_LOW,2048,RE1,0.006722475900558092
588,DEMINDBAGBOI_LOW,2049,RE1,0.005295535261288686
589,DEMINDBAGBOI_LOW,2050,RE1,0.004090563165905631
590,DEMINDBAGBOI_LOW,2051,RE1,0.0031075596144089293
591,DEMINDBAGBOI_LOW,2052,RE1,0.0023465246067985793
592,DEMINDBAGBOI_LOW,2053,RE1,0.0017440385591070522
593,DEMINDBAGBOI_LOW,2054,RE1,0.001300101471334348
594,DEMINDBAGBOI_MID,2022,RE1,0.0
595,DEMINDBAGBOI_MID,2023,RE1,0.0
596,DEMINDBAGBOI_MID,2024,RE1,0.0
597,DEMINDBAGBOI_MID,2025,RE1,0.0
598,DEMINDBAGBOI_MID,2026,RE1,0.0
599,DEMINDBAGBOI_MID,2027,RE1,0.0
600,DEMINDBAGBOI_MID,2028,RE1,0.0
601,DEMINDBAGBOI_MID,2029,RE1,0.0
602,DEMINDBAGBOI_MID,2030,RE1,0.0
603,DEMINDBAGBOI_MID,2031,RE1,0.0
604,DEMINDBAGBOI_MID,2032,RE1,0.0
605,DEMINDBAGBOI_MID,2033,RE1,0.0
606,DEMINDBAGBOI_MID,2034,RE1,0.0
607,DEMINDBAGBOI_MID,2035,RE1,0.0
608,DEMINDBAGBOI_MID,2036,RE1,0.030441400304414
609,DEMINDBAGBOI_MID,2037,RE1,0.029838914256722474
610,DEMINDBAGBOI_MID,2038,RE1,0.02904616945712836
611,DEMINDBAGBOI_MID,2039,RE1,0.02799974632166413
612,DEMINDBAGBOI_MID,2040,RE1,0.026731354642313545
613,DEMINDBAGBOI_MID,2041,RE1,0.02511415525114155
614,DEMINDBAGBOI_MID,2042,RE1,0.023211567732115676
615,DEMINDBAGBOI_MID,2043,RE1,0.02102359208523592
616,DEMINDBAGBOI_MID,2044,RE1,0.01861364789446981
617,DEMINDBAGBOI_MID,2045,RE1,0.016076864535768644
618,DEMINDBAGBOI_MID,2046,RE1,0.013540081177067478
619,DEMINDBAGBOI_MID,2047,RE1,0.01113013698630137
620,DEMINDBAGBOI_MID,2048,RE1,0.008942161339421613
621,DEMINDBAGBOI_MID,2049,RE1,0.007039573820395738
622,DEMINDBAGBOI_MID,2050,RE1,0.005454084221207509
623,DEMINDBAGBOI_MID,2051,RE1,0.004153982749873161
624,DEMINDBAGBOI_MID,2052,RE1,0.003139269406392694
625,DEMINDBAGBOI_MID,2053,RE1,0.0023465246067985793
626,DEMINDBAGBOI_MID,2054,RE1,0.0017440385591070522
759,DEMINDBGSBOI_HIG,2022,RE1,0.0
760,DEMINDBGSBOI_HIG,2023,RE1,0.0
761,DEMINDBGSBOI_HIG,2024,RE1,0.0
762,DEMINDBGSBOI_HIG,2025,RE1,0.0
763,DEMINDBGSBOI_HIG,2026,RE1,0.0
764,DEMINDBGSBOI_HIG,2027,RE1,0.0
765,DEMINDBGSBOI_HIG,2028,RE1,0.0
766,DEMINDBGSBOI_HIG,2029,RE1,0.0
767,DEMINDBGSBOI_HIG,2030,RE1,0.0
768,DEMINDBGSBOI_HIG,2031,RE1,0.0
769,DEMINDBGSBOI_HIG,2032,RE1,0.0
770,DEMINDBGSBOI_HIG,2033,RE1,0.0
771,DEMINDBGSBOI_HIG,2034,RE1,0.0
772,DEMINDBGSBOI_HIG,2035,RE1,0.0
773,DEMINDBGSBOI_HIG,2036,RE1,0.0
774,DEMINDBGSBOI_HIG,2037,RE1,0.0
775,DEMINDBGSBOI_HIG,2038,RE1,0.029616945712836126
776,DEMINDBGSBOI_HIG,2039,RE1,0.03139269406392694
777,DEMINDBGSBOI_HIG,2040,RE1,0.03367579908675799
778,DEMINDBGSBOI_HIG,2041,RE1,0.03646626078132927
779,DEMINDBGSBOI_HIG,2042,RE1,0.03979578893962455
780,DEMINDBGSBOI_HIG,2043,RE1,0.04360096397767631
781,DEMINDBGSBOI_HIG,2044,RE1,0.047850076103500755
782,DEMINDBGSBOI_HIG,2045,RE1,0.052289446981227804
783,DEMINDBGSBOI_HIG,2046,RE1,0.05672881785895484
784,DEMINDBGSBOI_HIG,2047,RE1,0.06094622019279553
785,DEMINDBGSBOI_HIG,2048,RE1,0.06478310502283105
786,DEMINDBGSBOI_HIG,2049,RE1,0.06811263318112633
787,DEMINDBGSBOI_HIG,2050,RE1,0.07090309487569763
788,DEMINDBGSBOI_HIG,2051,RE1,0.0731544901065449
789,DEMINDBGSBOI_HIG,2052,RE1,0.07493023845763572
790,DEMINDBGSBOI_HIG,2053,RE1,0.07632546930492136
791,DEMINDBGSBOI_HIG,2054,RE1,0.07737189244038559
792,DEMINDBGSBOI_LOW,2022,RE1,0.0
793,DEMINDBGSBOI_LOW,2023,RE1,0.0
794,DEMINDBGSBOI_LOW,2024,RE1,0.0
795,DEMINDBGSBOI_LOW,2025,RE1,0.024099441907661084
796,DEMINDBGSBOI_LOW,2026,RE1,0.02406773211567732
797,DEMINDBGSBOI_LOW,2027,RE1,0.024036022323693555
798,DEMINDBGSBOI_LOW,2028,RE1,0.02400431253170979
799,DEMINDBGSBOI_LOW,2029,RE1,0.023972602739726026
800,DEMINDBGSBOI_LOW,2030,RE1,0.023909183155758497
801,DEMINDBGSBOI_LOW,2031,RE1,0.023845763571790968
802,DEMINDBGSBOI_LOW,2032,RE1,0.023750634195839674
803,DEMINDBGSBOI_LOW,2033,RE1,0.02359208523592085
804,DEMINDBGSBOI_LOW,2034,RE1,0.023433536276002028
805,DEMINDBGSBOI_LOW,2035,RE1,0.023148148148148147
806,DEMINDBGSBOI_LOW,2036,RE1,0.0228310502283105
807,DEMINDBGSBOI_LOW,2037,RE1,0.022355403348554032
808,DEMINDBGSBOI_LOW,2038,RE1,0.021784627092846273
809,DEMINDBGSBOI_LOW,2039,RE1,0.02102359208523592
810,DEMINDBGSBOI_LOW,2040,RE1,0.020040588533739218
811,DEMINDBGSBOI_LOW,2041,RE1,0.018835616438356163
812,DEMINDBGSBOI_LOW,2042,RE1,0.017408675799086757
813,DEMINDBGSBOI_LOW,2043,RE1,0.015759766615931
814,DEMINDBGSBOI_LOW,2044,RE1,0.013952308472856417
815,DEMINDBGSBOI_LOW,2045,RE1,0.012049720953830542
816,DEMINDBGSBOI_LOW,2046,RE1,0.010147133434804667
817,DEMINDBGSBOI_LOW,2047,RE1,0.008339675291730086
818,DEMINDBGSBOI_LOW,2048,RE1,0.006722475900558092
819,DEMINDBGSBOI_LOW,2049,RE1,0.005295535261288686
820,DEMINDBGSBOI_LOW,2050,RE1,0.004090563165905631
821,DEMINDBGSBOI_LOW,2051,RE1,0.0031075596144089293
822,DEMINDBGSBOI_LOW,2052,RE1,0.0023465246067985793
823,DEMINDBGSBOI_LOW,2053,RE1,0.0017440385591070522
824,DEMINDBGSBOI_LOW,2054,RE1,0.001300101471334348
825,DEMINDBGSBOI_MID,2022,RE1,0.0
826,DEMINDBGSBOI_MID,2023,RE1,0.0
827,DEMINDBGSBOI_MID,2024,RE1,0.0
828,DEMINDBGSBOI_MID,2025,RE1,0.0
829,DEMINDBGSBOI_MID,2026,RE1,0.0
830,DEMINDBGSBOI_MID,2027,RE1,0.0
831,DEMINDBGSBOI_MID,2028,RE1,0.0
832,DEMINDBGSBOI_MID,2029,RE1,0.0
833,DEMINDBGSBOI_MID,2030,RE1,0.0
834,DEMINDBGSBOI_MID,2031,RE1,0.0
835,DEMINDBGSBOI_MID,2032,RE1,0.0
836,DEMINDBGSBOI_MID,2033,RE1,0.0
837,DEMINDBGSBOI_MID,2034,RE1,0.031234145104008116
838,DEMINDBGSBOI_MID,2035,RE1,0.030885337392186706
839,DEMINDBGSBOI_MID,2036,RE1,0.030441400304414
840,DEMINDBGSBOI_MID,2037,RE1,0.029838914256722474
841,DEMINDBGSBOI_MID,2038,RE1,0.02904616945712836
842,DEMINDBGSBOI_MID,2039,RE1,0.02799974632166413
843,DEMINDBGSBOI_MID,2040,RE1,0.026731354642313545
844,DEMINDBGSBOI_MID,2041,RE1,0.02511415525114155
845,DEMINDBGSBOI_MID,2042,RE1,0.023211567732115676
846,DEMINDBGSBOI_MID,2043,RE1,0.02102359208523592
847,DEMINDBGSBOI_MID,2044,RE1,0.01861364789446981
848,DEMINDBGSBOI_MID,2045,RE1,0.016076864535768644
849,DEMINDBGSBOI_MID,2046,RE1,0.013540081177067478
850,DEMINDBGSBOI_MID,2047,RE1,0.01113013698630137
851,DEMINDBGSBOI_MID,2048,RE1,0.008942161339421613
852,DEMINDBGSBOI_MID,2049,RE1,0.007039573820395738
853,DEMINDBGSBOI_MID,2050,RE1,0.005454084221207509
854,DEMINDBGSBOI_MID,2051,RE1,0.004153982749873161
855,DEMINDBGSBOI_MID,2052,RE1,0.003139269406392694
856,DEMINDBGSBOI_MID,2053,RE1,0.0023465246067985793
857,DEMINDBGSBOI_MID,2054,RE1,0.0017440385591070522
858,DEMINDBGSFUR_HIG,2022,RE1,0.0
859,DEMINDBGSFUR_HIG,2023,RE1,0.0
860,DEMINDBGSFUR_HIG,2024,RE1,0.0
861,DEMINDBGSFUR_HIG,2025,RE1,0.0
862,DEMINDBGSFUR_HIG,2026,RE1,0.0
863,DEMINDBGSFUR_HIG,2027,RE1,0.0
864,DEMINDBGSFUR_HIG,2028,RE1,0.0
865,DEMINDBGSFUR_HIG,2029,RE1,0.0
866,DEMINDBGSFUR_HIG,2030,RE1,0.0
867,DEMINDBGSFUR_HIG,2031,RE1,0.0
868,DEMINDBGSFUR_HIG,2032,RE1,0.0
869,DEMINDBGSFUR_HIG,2033,RE1,0.0
870,DEMINDBGSFUR_HIG,2034,RE1,0.0
871,DEMINDBGSFUR_HIG,2035,RE1,0.0
872,DEMINDBGSFUR_HIG,2036,RE1,0.0
873,DEMINDBGSFUR_HIG,2037,RE1,0.0
874,DEMINDBGSFUR_HIG,2038,RE1,0.0
875,DEMINDBGSFUR_HIG,2039,RE1,0.0
876,DEMINDBGSFUR_HIG,2040,RE1,0.0
877,DEMINDBGSFUR_HIG,2041,RE1,0.0
878,DEMINDBGSFUR_HIG,2042,RE1,0.0
879,DEMINDBGSFUR_HIG,2043,RE1,0.0
880,DEMINDBGSFUR_HIG,2044,RE1,0.0
881,DEMINDBGSFUR_HIG,2045,RE1,0.0
882,DEMINDBGSFUR_HIG,2046,RE1,0.0
883,DEMINDBGSFUR_HIG,2047,RE1,0.0
884,DEMINDBGSFUR_HIG,2048,RE1,0.0
885,DEMINDBGSFUR_HIG,2049,RE1,0.08051116184677828
886,DEMINDBGSFUR_HIG,2050,RE1,0.08326991374936579
887,DEMINDBGSFUR_HIG,2051,RE1,0.08552130898021308
888,DEMINDBGSFUR_HIG,2052,RE1,0.08729705733130391
889,DEMINDBGSFUR_HIG,2053,RE1,0.08866057838660578
890,DEMINDBGSFUR_HIG,2054,RE1,0.08970700152207002
891,DEMINDBGSFUR_LOW,2022,RE1,0.0
892,DEMINDBGSFUR_LOW,2023,RE1,0.0
893,DEMINDBGSFUR_LOW,2024,RE1,0.0
894,DEMINDBGSFUR_LOW,2025,RE1,0.0
895,DEMINDBGSFUR_LOW,2026,RE1,0.0
896,DEMINDBGSFUR_LOW,2027,RE1,0.0
897,DEMINDBGSFUR_LOW,2028,RE1,0.0
898,DEMINDBGSFUR_LOW,2029,RE1,0.0
899,DEMINDBGSFUR_LOW,2030,RE1,0.0
900,DEMINDBGSFUR_LOW,2031,RE1,0.0
901,DEMINDBGSFUR_LOW,2032,RE1,0.0
902,DEMINDBGSFUR_LOW,2033,RE1,0.0
903,DEMINDBGSFUR_LOW,2034,RE1,0.0
904,DEMINDBGSFUR_LOW,2035,RE1,0.0
905,DEMINDBGSFUR_LOW,2036,RE1,0.0
906,DEMINDBGSFUR_LOW,2037,RE1,0.0
907,DEMINDBGSFUR_LOW,2038,RE1,0.0
908,DEMINDBGSFUR_LOW,2039,RE1,0.0
909,DEMINDBGSFUR_LOW,2040,RE1,0.0
910,DEMINDBGSFUR_LOW,2041,RE1,0.0
911,DEMINDBGSFUR_LOW,2042,RE1,0.0
912,DEMINDBGSFUR_LOW,2043,RE1,0.0
913,DEMINDBGSFUR_LOW,2044,RE1,0.0
914,DEMINDBGSFUR_LOW,2045,RE1,0.0
915,DEMINDBGSFUR_LOW,2046,RE1,0.0
916,DEMINDBGSFUR_LOW,2047,RE1,0.0
917,DEMINDBGSFUR_LOW,2048,RE1,0.002505073566717402
918,DEMINDBGSFUR_LOW,2049,RE1,0.0019342973110096397
919,DEMINDBGSFUR_LOW,2050,RE1,0.0014903602232369355
920,DEMINDBGSFUR_LOW,2051,RE1,0.0011098427194317607
921,DEMINDBGSFUR_LOW,2052,RE1,0.0008244545915778792
922,DEMINDBGSFUR_LOW,2053,RE1,0.0005707762557077625
923,DEMINDBGSFUR_LOW,2054,RE1,0.0004122272957889396
924,DEMINDBGSFUR_MID,2022,RE1,0.0
925,DEMINDBGSFUR_MID,2023,RE1,0.0
926,DEMINDBGSFUR_MID,2024,RE1,0.0
927,DEMINDBGSFUR_MID,2025,RE1,0.0
928,DEMINDBGSFUR_MID,2026,RE1,0.0
929,DEMINDBGSFUR_MID,2027,RE1,0.0
930,DEMINDBGSFUR_MID,2028,RE1,0.0
931,DEMINDBGSFUR_MID,2029,RE1,0.0
932,DEMINDBGSFUR_MID,2030,RE1,0.0
933,DEMINDBGSFUR_MID,2031,RE1,0.0
934,DEMINDBGSFUR_MID,2032,RE1,0.0
935,DEMINDBGSFUR_MID,2033,RE1,0.0
936,DEMINDBGSFUR_MID,2034,RE1,0.0
937,DEMINDBGSFUR_MID,2035,RE1,0.0
938,DEMINDBGSFUR_MID,2036,RE1,0.0
939,DEMINDBGSFUR_MID,2037,RE1,0.0
940,DEMINDBGSFUR_MID,2038,RE1,0.0
941,DEMINDBGSFUR_MID,2039,RE1,0.0
942,DEMINDBGSFUR_MID,2040,RE1,0.0
943,DEMINDBGSFUR_MID,2041,RE1,0.0
944,DEMINDBGSFUR_MID,2042,RE1,0.0
945,DEMINDBGSFUR_MID,2043,RE1,0.0
946,DEMINDBGSFUR_MID,2044,RE1,0.0
947,DEMINDBGSFUR_MID,2045,RE1,0.0
948,DEMINDBGSFUR_MID,2046,RE1,0.0
949,DEMINDBGSFUR_MID,2047,RE1,0.0
950,DEMINDBGSFUR_MID,2048,RE1,0.0
951,DEMINDBGSFUR_MID,2049,RE1,0.009734906139015728
952,DEMINDBGSFUR_MID,2050,RE1,0.007420091324200914
953,DEMINDBGSFUR_MID,2051,RE1,0.005549213597158802
954,DEMINDBGSFUR_MID,2052,RE1,0.004058853373921867
955,DEMINDBGSFUR_MID,2053,RE1,0.002917300862506342
956,DEMINDBGSFUR_MID,2054,RE1,0.002061136478944698
990,DEMINDCOABOI_LOW,2022,RE1,0.0
991,DEMINDCOABOI_LOW,2023,RE1,0.0
992,DEMINDCOABOI_LOW,2024,RE1,0.0
993,DEMINDCOABOI_LOW,2025,RE1,0.0
994,DEMINDCOABOI_LOW,2026,RE1,0.01709110050413378
995,DEMINDCOABOI_LOW,2027,RE1,0.0028702724375298037
996,DEMINDCOABOI_LOW,2028,RE1,0.0
997,DEMINDCOABOI_LOW,2029,RE1,0.0
998,DEMINDCOABOI_LOW,2030,RE1,0.023909183155758497
999,DEMINDCOABOI_LOW,2031,RE1,0.023845763571790968
1000,DEMINDCOABOI_LOW,2032,RE1,0.023750634195839674
1001,DEMINDCOABOI_LOW,2033,RE1,0.02359208523592085
1002,DEMINDCOABOI_LOW,2034,RE1,0.023433536276002028
1003,DEMINDCOABOI_LOW,2035,RE1,0.023148148148148147
1004,DEMINDCOABOI_LOW,2036,RE1,0.0228310502283105
1005,DEMINDCOABOI_LOW,2037,RE1,0.022355403348554032
1006,DEMINDCOABOI_LOW,2038,RE1,0.021784627092846273
1007,DEMINDCOABOI_LOW,2039,RE1,0.02102359208523592
1008,DEMINDCOABOI_LOW,2040,RE1,0.020040588533739218
1009,DEMINDCOABOI_LOW,2041,RE1,0.018835616438356163
1010,DEMINDCOABOI_LOW,2042,RE1,0.017408675799086757
1011,DEMINDCOABOI_LOW,2043,RE1,0.015759766615931
1012,DEMINDCOABOI_LOW,2044,RE1,0.013952308472856417
1013,DEMINDCOABOI_LOW,2045,RE1,0.012049720953830542
1014,DEMINDCOABOI_LOW,2046,RE1,0.010147133434804667
1015,DEMINDCOABOI_LOW,2047,RE1,0.008339675291730086
1016,DEMINDCOABOI_LOW,2048,RE1,0.006722475900558092
1017,DEMINDCOABOI_LOW,2049,RE1,0.005295535261288686
1018,DEMINDCOABOI_LOW,2050,RE1,0.004090563165905631
1019,DEMINDCOABOI_LOW,2051,RE1,0.0031075596144089293
1020,DEMINDCOABOI_LOW,2052,RE1,0.0023465246067985793
1021,DEMINDCOABOI_LOW,2053,RE1,0.0017440385591070522
1022,DEMINDCOABOI_LOW,2054,RE1,0.001300101471334348
1023,DEMINDCOABOI_MID,2022,RE1,0.0
1024,DEMINDCOABOI_MID,2023,RE1,0.0
1025,DEMINDCOABOI_MID,2024,RE1,0.0
1026,DEMINDCOABOI_MID,2025,RE1,0.0
1027,DEMINDCOABOI_MID,2026,RE1,0.0
1028,DEMINDCOABOI_MID,2027,RE1,0.0
1029,DEMINDCOABOI_MID,2028,RE1,0.0
1030,DEMINDCOABOI_MID,2029,RE1,0.0
1031,DEMINDCOABOI_MID,2030,RE1,0.0
1032,DEMINDCOABOI_MID,2031,RE1,0.031804921359715875
1033,DEMINDCOABOI_MID,2032,RE1,0.031646372399797056
1034,DEMINDCOABOI_MID,2033,RE1,0.031487823439878236
1035,DEMINDCOABOI_MID,2034,RE1,0.031234145104008116
1036,DEMINDCOABOI_MID,2035,RE1,0.030885337392186706
1037,DEMINDCOABOI_MID,2036,RE1,0.030441400304414
1038,DEMINDCOABOI_MID,2037,RE1,0.029838914256722474
1039,DEMINDCOABOI_MID,2038,RE1,0.02904616945712836
1040,DEMINDCOABOI_MID,2039,RE1,0.02799974632166413
1041,DEMINDCOABOI_MID,2040,RE1,0.026731354642313545
1042,DEMINDCOABOI_MID,2041,RE1,0.02511415525114155
1043,DEMINDCOABOI_MID,2042,RE1,0.023211567732115676
1044,DEMINDCOABOI_MID,2043,RE1,0.02102359208523592
1045,DEMINDCOABOI_MID,2044,RE1,0.01861364789446981
1046,DEMINDCOABOI_MID,2045,RE1,0.016076864535768644
1047,DEMINDCOABOI_MID,2046,RE1,0.013540081177067478
1048,DEMINDCOABOI_MID,2047,RE1,0.01113013698630137
1049,DEMINDCOABOI_MID,2048,RE1,0.008942161339421613
1050,DEMINDCOABOI_MID,2049,RE1,0.007039573820395738
1051,DEMINDCOABOI_MID,2050,RE1,0.005454084221207509
1052,DEMINDCOABOI_MID,2051,RE1,0.004153982749873161
1053,DEMINDCOABOI_MID,2052,RE1,0.003139269406392694
1054,DEMINDCOABOI_MID,2053,RE1,0.0023465246067985793
1055,DEMINDCOABOI_MID,2054,RE1,0.0017440385591070522
1056,DEMINDCOAFUR_HIG,2022,RE1,0.0
1057,DEMINDCOAFUR_HIG,2023,RE1,0.0
1058,DEMINDCOAFUR_HIG,2024,RE1,0.0
1059,DEMINDCOAFUR_HIG,2025,RE1,0.0
1060,DEMINDCOAFUR_HIG,2026,RE1,0.0
1061,DEMINDCOAFUR_HIG,2027,RE1,0.0
1062,DEMINDCOAFUR_HIG,2028,RE1,0.0
1063,DEMINDCOAFUR_HIG,2029,RE1,0.0
1064,DEMINDCOAFUR_HIG,2030,RE1,0.0
1065,DEMINDCOAFUR_HIG,2031,RE1,0.0
1066,DEMINDCOAFUR_HIG,2032,RE1,0.0
1067,DEMINDCOAFUR_HIG,2033,RE1,0.0
1068,DEMINDCOAFUR_HIG,2034,RE1,0.0
1069,DEMINDCOAFUR_HIG,2035,RE1,0.0
1070,DEMINDCOAFUR_HIG,2036,RE1,0.0
1071,DEMINDCOAFUR_HIG,2037,RE1,0.0
1072,DEMINDCOAFUR_HIG,2038,RE1,0.0
1073,DEMINDCOAFUR_HIG,2039,RE1,0.0
1074,DEMINDCOAFUR_HIG,2040,RE1,0.0
1075,DEMINDCOAFUR_HIG,2041,RE1,0.0
1076,DEMINDCOAFUR_HIG,2042,RE1,0.0
1077,DEMINDCOAFUR_HIG,2043,RE1,0.0
1078,DEMINDCOAFUR_HIG,2044,RE1,0.0
1079,DEMINDCOAFUR_HIG,2045,RE1,0.0
1080,DEMINDCOAFUR_HIG,2046,RE1,0.0
1081,DEMINDCOAFUR_HIG,2047,RE1,0.0
1082,DEMINDCOAFUR_HIG,2048,RE1,0.0
1083,DEMINDCOAFUR_HIG,2049,RE1,0.0
1084,DEMINDCOAFUR_HIG,2050,RE1,0.0
1085,DEMINDCOAFUR_HIG,2051,RE1,0.0
1086,DEMINDCOAFUR_HIG,2052,RE1,0.0
1087,DEMINDCOAFUR_HIG,2053,RE1,0.0
1088,DEMINDCOAFUR_HIG,2054,RE1,0.05497400106210267
1386,DEMINDELCAIR_HIG,2022,RE1,0.0
1387,DEMINDELCAIR_HIG,2023,RE1,0.0
1388,DEMINDELCAIR_HIG,2024,RE1,0.0
1389,DEMINDELCAIR_HIG,2025,RE1,0.0002421602175187589
1390,DEMINDELCAIR_HIG,2026,RE1,0.0
1391,DEMINDELCAIR_HIG,2027,RE1,0.0
1392,DEMINDELCAIR_HIG,2028,RE1,0.0
1393,DEMINDELCAIR_HIG,2029,RE1,0.0
1394,DEMINDELCAIR_HIG,2030,RE1,0.0004963362953450183
1395,DEMINDELCAIR_HIG,2031,RE1,0.0
1396,DEMINDELCAIR_HIG,2032,RE1,0.0
1397,DEMINDELCAIR_HIG,2033,RE1,0.0
1398,DEMINDELCAIR_HIG,2034,RE1,0.0
1399,DEMINDELCAIR_HIG,2035,RE1,0.0
1400,DEMINDELCAIR_HIG,2036,RE1,0.0
1401,DEMINDELCAIR_HIG,2037,RE1,0.0
1402,DEMINDELCAIR_HIG,2038,RE1,0.0
1403,DEMINDELCAIR_HIG,2039,RE1,0.0
1404,DEMINDELCAIR_HIG,2040,RE1,0.0
1405,DEMINDELCAIR_HIG,2041,RE1,0.0010029053172434551
1406,DEMINDELCAIR_HIG,2042,RE1,0.0
1407,DEMINDELCAIR_HIG,2043,RE1,0.0
1408,DEMINDELCAIR_HIG,2044,RE1,0.0
1409,DEMINDELCAIR_HIG,2045,RE1,0.0
1410,DEMINDELCAIR_HIG,2046,RE1,0.0008280171042145072
1411,DEMINDELCAIR_HIG,2047,RE1,0.006056570268899036
1412,DEMINDELCAIR_HIG,2048,RE1,0.0
1413,DEMINDELCAIR_HIG,2049,RE1,0.0
1414,DEMINDELCAIR_HIG,2050,RE1,0.0
1415,DEMINDELCAIR_HIG,2051,RE1,0.0
1416,DEMINDELCAIR_HIG,2052,RE1,0.003389903167903919
1417,DEMINDELCAIR_HIG,2053,RE1,0.0072932521562658545
1418,DEMINDELCAIR_HIG,2054,RE1,0.007388381532217149
1419,DEMINDELCAIR_LOW,2022,RE1,0.0
1420,DEMINDELCAIR_LOW,2023,RE1,0.0
1421,DEMINDELCAIR_LOW,2024,RE1,0.0
1422,DEMINDELCAIR_LOW,2025,RE1,0.0
1423,DEMINDELCAIR_LOW,2026,RE1,0.0
1424,DEMINDELCAIR_LOW,2027,RE1,0.0
1425,DEMINDELCAIR_LOW,2028,RE1,0.0
1426,DEMINDELCAIR_LOW,2029,RE1,0.0
1427,DEMINDELCAIR_LOW,2030,RE1,0.0
1428,DEMINDELCAIR_LOW,2031,RE1,0.0
1429,DEMINDELCAIR_LOW,2032,RE1,0.0
1430,DEMINDELCAIR_LOW,2033,RE1,0.0
1431,DEMINDELCAIR_LOW,2034,RE1,0.0
1432,DEMINDELCAIR_LOW,2035,RE1,0.0
1433,DEMINDELCAIR_LOW,2036,RE1,0.0
1434,DEMINDELCAIR_LOW,2037,RE1,0.0
1435,DEMINDELCAIR_LOW,2038,RE1,0.0
1436,DEMINDELCAIR_LOW,2039,RE1,0.0
1437,DEMINDELCAIR_LOW,2040,RE1,0.0006341958396752917
